lemma,genus,pl_form,pl_class,split,m95_rhyme
trennwand,f,trennwände,umlaut_e,train,and
trennzeichen,n,trennzeichen,zero,train,
trense,f,trensen,n,train,
trepanation,f,trepanationen,en,train,
treppchen,n,treppchen,zero,test,
treppe,f,treppen,n,train,
treppenabsatz,m,treppenabsätze,umlaut_e,train,
treppenaufgang,m,treppenaufgänge,umlaut_e,train,
treppengasse,f,treppengassen,n,train,
treppengeländer,n,treppengeländer,zero,train,
treppengiebel,m,treppengiebel,zero,train,
treppenhaus,n,treppenhäuser,umlaut_er,train,
treppenhauslicht,n,treppenhauslichter,er,val,
treppenhauslüftung,f,treppenhauslüftungen,en,test,
treppenlift,m,treppenlifte,e,train,
treppensatz,m,treppensätze,umlaut_e,train,
treppenspeicher,m,treppenspeicher,zero,train,
treppenstufe,f,treppenstufen,n,train,
treppenwitz,m,treppenwitze,e,train,
tresen,m,tresen,zero,train,
tresor,m,tresore,e,val,
tresorschlüssel,m,tresorschlüssel,zero,train,
tresortür,f,tresortüren,en,test,
trespe,f,trespen,n,train,
tresse,f,tressen,n,train,
trester,m,trester,zero,train,
tresterbrand,m,tresterbrände,umlaut_e,train,and
tresterbranntwein,m,tresterbranntweine,e,train,
tresterhut,m,tresterhüte,umlaut_e,val,
tresterkuchen,m,tresterkuchen,zero,train,
tresterschnaps,m,tresterschnäpse,umlaut_e,train,
tresterwein,m,tresterweine,e,test,
tretauto,n,tretautos,s,train,
tretboot,n,tretboote,e,train,ot
treteimer,m,treteimer,zero,train,
treter,m,treter,zero,train,
tretkurbel,f,tretkurbeln,n,val,
tretlager,n,tretlager,zero,train,
tretmine,f,tretminen,n,train,
tretmühle,f,tretmühlen,n,train,
tretrad,n,treträder,umlaut_er,test,
tretroller,m,tretroller,zero,train,
treubruch,m,treubrüche,umlaut_e,train,
treueerklärung,f,treueerklärungen,en,train,
treuerabatt,m,treuerabatte,e,val,
treuhandanderkonto,n,treuhandanderkonten,other,train,
treuhandfonds,m,treuhandfonds,zero,train,
treuhandkonto,n,treuhandkonten,other,train,
treulosigkeit,f,treulosigkeiten,en,train,
triage,f,triagen,n,test,
triakistetraeder,,triakistetraeder,zero,train,
trial,m,triale,e,train,al
trialismus,m,trialismen,other,val,
trialog,m,trialoge,e,train,
triammoniumcitrat,n,triammoniumcitrate,e,train,
triangel,m,triangel,zero,train,
triangel,n,triangeln,n,train,
triangulation,f,triangulationen,en,train,
triangulierung,f,triangulierungen,en,test,
triarier,m,triarier,zero,train,
trias,f,trias,zero,val,
triathlet,m,triathleten,en,train,
triathletin,f,triathletinnen,nen,train,
triathlon,,triathlons,s,train,
tribade,f,tribaden,n,train,
tribadie,f,tribadien,n,train,
tribometer,n,tribometer,zero,train,
tribrachys,m,tribrachys,zero,test,
tribun,m,tribune,e,val,
tribun,m,tribunen,en,train,
tribunal,n,tribunale,e,train,al
tribunalrat,m,tribunalräte,umlaut_e,train,
tribunat,n,tribunate,e,train,
tribus,,tribus,zero,train,
tribus,,triben,other,train,
tribut,m,tribute,e,train,
tribüne,f,tribünen,n,test,
triceratops,,triceratops,zero,train,
triceratops,,triceratopse,e,train,
trichine,f,trichinen,n,train,
trichter,m,trichter,zero,train,
trick,m,tricks,s,train,
trickdiebstahl,m,trickdiebstähle,umlaut_e,train,
trickkiste,f,trickkisten,n,train,
trickschilaufen,n,–,other,val,
trickserei,f,tricksereien,en,test,
trickshot,m,trickshots,s,train,ot
trickskilaufen,n,–,other,train,
trickspielzug,m,trickspielzüge,umlaut_e,train,
tricorder,m,tricorder,zero,train,
tridecan,n,tridecane,e,train,
trieb,m,triebe,e,train,
triebfahrzeug,n,triebfahrzeuge,e,val,
triebfeder,f,triebfedern,n,train,
triebmensch,m,triebmenschen,en,test,
triebtäter,m,triebtäter,zero,train,
triebwagen,,triebwagen,zero,train,
triebwagen,,triebwägen,umlaut_zero,train,
triebwerk,n,triebwerke,e,train,
triel,m,triele,e,train,
triell,n,trielle,e,val,
triennium,n,triennien,other,train,
trierer,m,trierer,zero,train,
triererin,f,triererinnen,nen,test,
triforium,n,triforien,other,train,
trift,f,triften,en,train,
trifurkation,f,trifurkationen,en,train,
trigger,m,trigger,zero,train,
triglyph,m,triglyphe,e,val,
triglyphe,f,triglyphen,n,train,
triglyphon,n,triglypha,other,train,
trigraf,n,trigrafen,en,train,
trigraph,m,trigraphen,en,test,
trigraphem,n,trigrapheme,e,train,
trikolon,,trikola,other,train,
trikolon,,trikolons,s,train,
trikolore,f,trikoloren,n,val,
trikompositum,n,trikomposita,other,train,
trikot,n,trikots,s,train,ot
trikotage,f,trikotagen,n,train,
trikotsponsor,m,trikotsponsoren,en,train,
trilemma,,trilemmata,other,test,
trilemma,,trilemmas,s,train,
trilingue,f,trilinguen,n,train,
trilinguis,f,trilingues,other,val,
trilith,m,trilithe,e,train,
trilith,m,trilithen,en,train,
trillerpfeife,f,trillerpfeifen,n,train,
trilliarde,f,trilliarden,n,train,
trillion,f,trillionen,en,train,
trillionär,m,trillionäre,e,test,
trilobit,m,trilobiten,en,train,
trilogie,f,trilogien,n,val,
trimester,n,trimester,zero,train,
trimeter,m,trimeter,zero,train,
trimm-dich-pfad,m,trimm-dich-pfade,e,train,
trimmzelle,f,trimmzellen,n,train,
trinkel,f,trinkeln,n,train,
trinker,m,trinker,zero,train,
trinkerei,f,trinkereien,en,test,
trinkerin,f,trinkerinnen,nen,val,
trinkgefäß,n,trinkgefäße,e,train,
trinkgelage,n,trinkgelage,zero,train,
trinkgeld,n,trinkgelder,er,train,
trinkglas,n,trinkgläser,umlaut_er,train,
trinkhalm,m,trinkhalme,e,train,
trinkkultur,f,trinkkulturen,en,train,ur
trinklied,n,trinklieder,er,train,
trinkmilch,f,trinkmilche,e,test,
trinkpause,f,trinkpausen,n,train,
trinkpäckchen,n,trinkpäckchen,zero,train,
trinkschokolade,f,trinkschokoladen,n,train,
trinkspiel,n,trinkspiele,e,train,
trinkspruch,m,trinksprüche,umlaut_e,train,
trinkwasser,,trinkwasser,zero,train,
trinkwasser,,trinkwässer,umlaut_zero,train,
trinkwasserbedarf,m,trinkwasserbedarfe,e,val,
trinkwasserbehälter,m,trinkwasserbehälter,zero,test,
trinkwasserpreis,m,trinkwasserpreise,e,train,
trinkwassertank,m,trinkwassertanks,s,train,
trinom,n,trinome,e,train,
trio,n,trios,s,train,
triol,n,triole,e,train,
triole,f,triolen,n,train,
triosonate,f,triosonaten,n,val,
trip,m,trips,s,train,
tripelausstellung,f,tripelausstellungen,en,test,
triphthong,m,triphthonge,e,train,
triple,n,triples,s,train,
triplikation,f,triplikationen,en,train,
triplizität,f,triplizitäten,en,train,
tripmadam,f,tripmadamen,en,train,
trippelschritt,m,trippelschritte,e,val,
tripper,m,tripper,zero,train,
triptychon,,triptychen,other,train,
triptychon,,triptycha,other,test,
triskele,f,triskelen,n,train,
triskript,n,triskripte,e,train,
tristesse,f,tristessen,n,train,
trithemimeres,f,trithemimeres,zero,train,
triticale,,triticalen,n,val,
tritiumatom,n,tritiumatome,e,train,
tritt,m,tritte,e,train,
trittbrett,n,trittbretter,er,train,
trittbrettfahrer,m,trittbrettfahrer,zero,test,
trittbrettfahrerin,f,trittbrettfahrerinnen,nen,train,
trittstein,m,trittsteine,e,train,
triumph,m,triumphe,e,train,
triumphbogen,,triumphbogen,zero,val,
triumphbogen,,triumphbögen,umlaut_zero,train,
triumphkreuz,n,triumphkreuze,e,train,
triumphzug,m,triumphzüge,umlaut_e,train,
triumvirat,n,triumvirate,e,train,
trivialität,f,trivialitäten,en,test,
trivialliteratur,f,trivialliteraturen,en,train,ur
trivialname,m,trivialnamen,n,train,
trivialroman,m,trivialromane,e,val,
trizeps,m,trizepse,e,train,
trizytopenie,f,trizytopenien,n,train,
trobairitz,f,trobairitz,zero,train,
trochäus,m,trochäen,other,train,
trocken-shampoo,n,trocken-shampoos,s,train,
trockenbau,m,trockenbauten,other,test,
trockenbeerenauslese,f,trockenbeerenauslesen,n,train,
trockenbett,n,trockenbetten,en,val,
trockenblume,f,trockenblumen,n,train,
trockendock,,trockendocks,s,train,
trockendock,,trockendocke,e,train,
trockenfutter,n,trockenfutter,zero,train,
trockenhaube,f,trockenhauben,n,train,
trockenhefe,f,trockenhefen,n,train,
trockenheit,f,trockenheiten,en,test,
trockenklima,n,trockenklimate,other,val,
trockenklosett,,trockenklosetts,s,train,
trockenklosett,,trockenklosette,e,train,
trockenmauerwerk,n,trockenmauerwerke,e,train,
trockennasenaffe,m,trockennasenaffen,n,train,
trockenperiode,f,trockenperioden,n,train,
trockenraum,m,trockenräume,umlaut_e,train,
trockenshampoo,n,trockenshampoos,s,train,
trockenshampoon,n,trockenshampoons,s,test,
trockenzeit,f,trockenzeiten,en,train,
trockner,m,trockner,zero,train,
trocknung,f,trocknungen,en,train,
troddel,f,troddeln,n,train,
trog,m,tröge,umlaut_e,train,
troglodyt,m,troglodyten,en,train,
troika,f,troikas,s,train,
trojaner,m,trojaner,zero,val,
trojanerin,f,trojanerinnen,nen,test,
troll,m,trolle,e,train,
trollblume,f,trollblumen,n,train,
trolley,m,trolleys,s,train,
trolley-bus,m,trolley-busse,se,train,
trolleybus,m,trolleybusse,se,train,
trollface,n,trollfaces,s,train,
trollinger,m,trollinger,zero,val,
trombe,f,tromben,n,train,
trommel,f,trommeln,n,test,
trommelbremse,f,trommelbremsen,n,train,
trommelfell,n,trommelfelle,e,train,
trommelfeuer,n,trommelfeuer,zero,train,
trommelschlag,m,trommelschläge,umlaut_e,train,ag
trommelsprache,f,trommelsprachen,n,train,
trommelwirbel,m,trommelwirbel,zero,val,
trommler,m,trommler,zero,train,
trompe,f,trompen,n,train,
trompe-l’œil,,trompe-l’œils,s,test,
trompete,f,trompeten,n,train,
trompetenpfifferling,m,trompetenpfifferlinge,e,train,
trompetenspieler,m,trompetenspieler,zero,train,
trompetenton,m,trompetentöne,umlaut_e,train,
trompeter,m,trompeter,zero,val,
trompeterin,f,trompeterinnen,nen,train,
trompetervogel,m,trompetervögel,umlaut_zero,train,
tropaion,m,tropaia,other,train,
tropen,,tropen,zero,test,
tropenarzt,m,tropenärzte,umlaut_e,train,
tropenband,n,tropenbänder,umlaut_er,train,and
tropenhelm,m,tropenhelme,e,train,
tropenkrankheit,f,tropenkrankheiten,en,val,
tropennacht,f,tropennächte,umlaut_e,train,
tropensturm,m,tropenstürme,umlaut_e,train,
tropentag,m,tropentage,e,train,ag
tropf,m,tröpfe,umlaut_e,train,
tropfenabscheider,m,tropfenabscheider,zero,test,
tropfendurchmesser,m,tropfendurchmesser,zero,train,
tropfstein,m,tropfsteine,e,train,
tropfsteinhöhle,f,tropfsteinhöhlen,n,val,
trophozoit,m,trophozoiten,en,train,
trophäe,f,trophäen,n,train,
tropus,m,tropen,other,train,
tross,m,trosse,e,train,
trosse,f,trossen,n,train,
trossschiff,n,trossschiffe,e,test,
trossweib,n,trossweiber,er,train,
trostpflaster,n,trostpflaster,zero,val,
trostpreis,m,trostpreise,e,train,
trott,m,trotte,e,train,
trotte,f,trotten,n,train,
trottel,m,trottel,zero,train,
trottinett,n,trottinette,e,train,
trottoir,,trottoirs,s,train,
trottoir,,trottoire,e,test,
trotzkist,m,trotzkisten,en,val,
trotzkistin,f,trotzkistinnen,nen,train,
troubadour,,troubadours,s,train,ur
troubadour,,troubadoure,e,train,ur
trouble,m,troubles,s,train,
troublemaker,m,troublemaker,zero,train,
troupier,m,troupiers,s,train,
trouvaille,f,trouvaillen,n,train,
troyer,m,troyer,zero,test,
truchsess,,truchsesse,e,train,
truck,m,trucks,s,train,
trucker,m,trucker,zero,train,
trugbild,n,trugbilder,er,train,
trugdolde,f,trugdolden,n,train,
trugratte,f,trugratten,n,train,
trugschluss,m,trugschlüsse,umlaut_e,train,
truhe,f,truhen,n,val,
truismus,m,truismen,other,test,
trulla,f,trullas,s,train,
trumeau,m,trumeaus,s,train,
trumm,n,trümmer,umlaut_er,train,
trumm,m,trumme,e,train,
trummsäge,f,trummsägen,n,train,
trumpf,m,trümpfe,umlaut_e,train,
trumpfass,n,trumpfasse,e,val,
trumpismus,m,–,other,train,
trumscheit,n,trumscheite,e,test,
trunk,m,trünke,umlaut_e,train,
trunkenbold,m,trunkenbolde,e,train,
trunkenheitsfahrt,f,trunkenheitsfahrten,en,train,
trupp,m,trupps,s,train,
truppe,f,truppen,n,train,
truppenführer,m,truppenführer,zero,val,
truppengattung,f,truppengattungen,en,train,
truppenverstärkung,f,truppenverstärkungen,en,train,
truppenübungsplatz,m,truppenübungsplätze,umlaut_e,test,
truthahn,m,truthähne,umlaut_e,train,
truthuhn,n,truthühner,umlaut_er,train,
trutsche,f,trutschen,n,train,
trutzburg,f,trutzburgen,en,train,
trächtigkeitskalender,m,trächtigkeitskalender,zero,val,
träger,m,träger,zero,train,
trägerbrücke,f,trägerbrücken,n,train,
trägerflugzeug,n,trägerflugzeuge,e,train,
trägergerade,,trägergerade,zero,test,
trägergerade,,trägergeraden,n,train,
trägergerade,,trägergerade,zero,train,
trägerin,f,trägerinnen,nen,train,
trägermaterial,n,trägermaterialien,other,val,al
trägerrakete,f,trägerraketen,n,train,
trägersatz,m,trägersätze,umlaut_e,train,
trägerschaft,f,trägerschaften,en,train,
trägerstoff,m,trägerstoffe,e,train,
trägerwelle,f,trägerwellen,n,test,
trägheit,f,trägheiten,en,train,
trägheitsmoment,n,trägheitsmomente,e,train,
trägheitstropfenabscheider,m,trägheitstropfenabscheider,zero,val,
tränchen,n,tränchen,zero,train,
träne,f,tränen,n,train,
tränendrüse,f,tränendrüsen,n,train,
tränenflüssigkeit,f,tränenflüssigkeiten,en,train,
tränengasbombe,f,tränengasbomben,n,train,
tränengasgranate,f,tränengasgranaten,n,test,
tränensack,m,tränensäcke,umlaut_e,train,
tränkchen,n,tränkchen,zero,val,
tränke,f,tränken,n,train,
tränklein,n,tränklein,zero,train,
tränlein,n,tränlein,zero,train,
träumchen,n,träumchen,zero,train,
träumer,m,träumer,zero,train,
trödelliese,f,trödelliesen,n,train,
trödelmarkt,m,trödelmärkte,umlaut_e,test,
trödler,m,trödler,zero,val,
tröpfchen,n,tröpfchen,zero,train,
tröpfcheninfektion,f,tröpfcheninfektionen,en,train,
tröpferl,n,tröpferln,n,train,
tröpferlbad,n,tröpferlbäder,umlaut_er,train,
tröte,f,tröten,n,train,
trübsal,f,trübsale,e,train,al
trüffel,m,trüffel,zero,train,
trüffel,f,trüffeln,n,test,
trüffelhund,m,trüffelhunde,e,train,und
trüffelpastete,f,trüffelpasteten,n,train,
trüffelreibe,f,trüffelreiben,n,train,
trüffelsaison,,trüffelsaisons,s,train,
trüffelsaison,,trüffelsaisonen,en,train,
trüffelschwein,n,trüffelschweine,e,train,
trümmerfeld,n,trümmerfelder,er,train,
trümmerfraktur,f,trümmerfrakturen,en,val,ur
trümmerfrau,f,trümmerfrauen,en,test,
trümmerhaufen,m,trümmerhaufen,zero,train,
trümmerlandschaft,f,trümmerlandschaften,en,train,
trümmerstadt,f,trümmerstädte,umlaut_e,train,
tsatsiki,,tsatsikis,s,train,
tschader,m,tschader,zero,train,
tschaderin,f,tschaderinnen,nen,train,
tschaggelevernatsch,m,tschaggelevernatsche,e,val,
tschako,m,tschakos,s,train,
tschapka,f,tschapkas,s,test,
tscheche,m,tschechen,n,train,
tschechenigel,m,tschechenigel,zero,train,
tschecherant,m,tschecheranten,en,train,
tschechin,f,tschechinnen,nen,train,
tschego,m,tschegos,s,train,
tschekabuff,m,tschekabuffs,s,val,
tschernken,m,tschernken,zero,train,
tschibuk,m,tschibuks,s,train,
tschick,,tschick,zero,test,
tschick,,tschicks,s,train,
tschinderassabum,n,–,other,train,
tschoch,m,–,other,train,
tschocherl,n,tschocherln,n,train,
tschuktsche,m,tschuktschen,n,val,
tschunk,m,tschunks,s,train,
tsetsefliege,f,tsetsefliegen,n,train,
tsuba,n,tsuben,other,train,
tsunami,m,tsunamis,s,test,
tsunami,f,tsunami,zero,train,
tuba,f,tuben,other,train,
tubaspieler,m,tubaspieler,zero,train,
tubaspielerin,f,tubaspielerinnen,nen,val,
tube,f,tuben,n,train,
tubenschlüssel,m,tubenschlüssel,zero,train,
tuber,n,tubera,other,train,
tuberkel,m,tuberkel,zero,train,
tuberkelhokko,m,tuberkelhokkos,s,test,
tuberkulose,f,tuberkulosen,n,train,
tuberositas,f,tuberositae,other,train,
tubist,m,tubisten,en,val,
tubistin,f,tubistinnen,nen,train,
tubulus,m,tubuli,other,train,
tubus,,tuben,other,train,
tubus,,tubusse,se,train,
tuch,,tücher,umlaut_er,train,
tuch,,tuche,e,test,
tuchent,f,tuchenten,en,train,
tuchhalle,f,tuchhallen,n,val,
tuck,m,tücke,umlaut_e,train,
tucke,f,tucken,n,train,
tudor,,tudors,s,train,
tuff,m,tuffe,e,train,
tugend,f,tugenden,en,train,
tugendbold,m,tugendbolde,e,train,
tugendboldin,f,tugendboldinnen,nen,test,
tugendethik,f,tugendethiken,en,val,
tugendwächter,m,tugendwächter,zero,train,
tuk-tuk,n,tuk-tuks,s,train,
tukan,m,tukane,e,train,
tulpe,f,tulpen,n,train,
tulpenbaum,m,tulpenbäume,umlaut_e,train,
tummelplatz,m,tummelplätze,umlaut_e,train,
tumor,,tumoren,en,train,
tumor,,tumore,e,test,
tumult,m,tumulte,e,train,
tumulus,m,tumuli,other,train,
tundra,f,tundren,other,train,
tunell,n,tunelle,e,train,
tuner,m,tuner,zero,train,
tunesier,m,tunesier,zero,train,
tunesierin,f,tunesierinnen,nen,train,
tunfisch,m,tunfische,e,val,isch
tunguse,m,tungusen,n,test,
tunica,f,tunicae,e,train,
tunichtgut,m,tunichtgute,e,train,
tunika,f,tuniken,other,train,
tunke,f,tunken,n,train,
tunnel,,tunnel,zero,train,
tunnel,,tunnels,s,train,
tunnelbelüftung,f,tunnelbelüftungen,en,val,
tunnelblick,m,tunnelblicke,e,train,
tunnelbohrmaschine,f,tunnelbohrmaschinen,n,test,
tunneleffekt,m,tunneleffekte,e,train,
tunnelentlüftung,f,tunnelentlüftungen,en,train,
tunnellüftung,f,tunnellüftungen,en,train,
tunnelmaut,f,tunnelmauten,en,train,
tunnelröhre,f,tunnelröhren,n,train,
tunnelsystem,n,tunnelsysteme,e,val,
tunneltal,n,tunneltäler,umlaut_er,train,al
tunte,f,tunten,n,train,
tunwort,n,tunwörter,umlaut_er,test,
tupamaro,m,tupamaros,s,train,
tupel,n,tupel,zero,train,
tupfer,m,tupfer,zero,train,
tupi-sprache,f,tupi-sprachen,n,train,
tupilak,m,tupilak,zero,val,
tupinambá,m,tupinambá,zero,train,
tupperparty,f,tupperpartys,s,train,
tupí-sprache,f,tupí-sprachen,n,train,
turas,m,turasse,se,test,
turban,m,turbane,e,train,
turbine,f,turbinen,n,train,
turbinenschaufel,f,turbinenschaufeln,n,train,
turbolader,m,turbolader,zero,val,
turboprop,m,turboprops,s,train,
turbulenz,f,turbulenzen,en,train,
turibulum,n,turibula,other,train,
turiner,m,turiner,zero,train,
turingmaschine,f,turingmaschinen,n,test,
turkey,m,turkeys,s,train,
turkmene,m,turkmenen,n,train,
turkmenin,f,turkmeninnen,nen,val,
turko,m,turkos,s,train,
turksprache,f,turksprachen,n,train,
turm,m,türme,umlaut_e,train,
turmalin,m,turmaline,e,train,
turmbau,m,turmbauten,other,train,
turmbauer,m,turmbauer,zero,test,
turmblock,m,turmblocks,s,train,
turmendspiel,n,turmendspiele,e,val,
turmfalke,m,turmfalken,n,train,
turmgabel,f,turmgabeln,n,train,
turmkammer,f,turmkammern,n,train,
turmkapelle,f,turmkapellen,n,train,
turmspitze,f,turmspitzen,n,train,
turmspringer,m,turmspringer,zero,train,
turmspringerin,f,turmspringerinnen,nen,test,
turmuhr,f,turmuhren,en,val,
turmwindmühle,f,turmwindmühlen,n,train,
turmzimmer,n,turmzimmer,zero,train,
turmzug,m,turmzüge,umlaut_e,train,
turnbeutel,m,turnbeutel,zero,train,
turner,m,turner,zero,train,
turnerin,f,turnerinnen,nen,train,
turngerät,n,turngeräte,e,train,
turnhalle,f,turnhallen,n,test,
turnhemd,n,turnhemden,en,train,
turnhose,f,turnhosen,n,train,
turnier,n,turniere,e,train,
turnierleiter,m,turnierleiter,zero,train,
turniermannschaft,f,turniermannschaften,en,train,
turnierreiter,m,turnierreiter,zero,train,
turnierreiterin,f,turnierreiterinnen,nen,train,
turniersieg,m,turniersiege,e,val,
turniersieger,m,turniersieger,zero,test,
turniersiegerin,f,turniersiegerinnen,nen,train,
turnierspiel,n,turnierspiele,e,train,
turnierspieler,m,turnierspieler,zero,train,
turnierspielerin,f,turnierspielerinnen,nen,train,
turnierteilnehmer,m,turnierteilnehmer,zero,train,
turniertänzer,m,turniertänzer,zero,train,
turniertänzerin,f,turniertänzerinnen,nen,val,
turnierverlauf,m,turnierverläufe,umlaut_e,train,
turnlehrer,m,turnlehrer,zero,test,
turnlehrerin,f,turnlehrerinnen,nen,train,
turnose,m,turnosen,n,train,
turnover,m,turnover,zero,train,
turnriege,f,turnriegen,n,train,
turnsaal,m,turnsäle,other,train,al
turnschuh,m,turnschuhe,e,val,
turnus,m,turnusse,se,train,
turnusarzt,m,turnusärzte,umlaut_e,train,
turnusärztin,f,turnusärztinnen,nen,test,
turnverein,m,turnvereine,e,train,
turteltaube,f,turteltauben,n,train,
turteltäubchen,n,turteltäubchen,zero,train,
turzismus,m,turzismen,other,train,
tusch,,tusche,e,val,
tusch,,tuschs,s,train,
tusche,f,tuschen,n,train,
tuschkasten,m,tuschkästen,umlaut_zero,train,
tussi,f,tussis,s,test,
tutand,m,tutanden,en,train,and
tutandin,f,tutandinnen,nen,train,
tutel,f,tutelen,en,train,
tutor,m,tutoren,en,val,
tutorat,n,tutorate,e,train,
tutorial,n,tutorials,s,train,al
tutorium,n,tutorien,other,train,
tutte,f,tutten,n,train,
tuttel,f,tutteln,n,test,
tutu,n,tutus,s,train,
tuvaluer,m,tuvaluer,zero,train,
tuvaluerin,f,tuvaluerinnen,nen,val,
tuwiner,m,tuwiner,zero,train,
tuwort,n,tuwörter,umlaut_er,train,
tweef,m,tweefs,s,train,
tweet,,tweets,s,train,
twen,m,twens,s,train,
twete,f,tweten,n,test,
twiete,f,twieten,n,train,
tycoon,m,tycoons,s,val,
tympanon,n,tympana,other,train,
typ,,typen,en,train,
type,m,types,s,train,
type-token-ratio,f,type-token-ratios,s,train,
type-token-relation,f,type-token-relationen,en,train,
type-token-verhältnis,n,type-token-verhältnisse,se,train,
typenkorb,m,typenkörbe,umlaut_e,test,
typenturm,m,typentürme,umlaut_e,val,
typenwein,m,typenweine,e,train,
typhusfall,m,typhusfälle,umlaut_e,train,
typizität,f,typizitäten,en,train,
typografie,f,typografien,n,train,
typograph,m,typographen,en,train,
typographie,f,typographien,n,train,
typologie,f,typologien,n,train,
typoskript,n,typoskripte,e,test,
typus,m,typen,other,train,
tyrann,m,tyrannen,en,train,
tyrannei,f,tyranneien,en,train,
tyrannenmord,m,tyrannenmorde,e,train,
tüv,,tüv,zero,train,
tüv,,tüvs,s,train,
tüv-plakette,f,tüv-plaketten,n,train,
tänzer,m,tänzer,zero,val,
tänzerin,f,tänzerinnen,nen,test,
täschchen,n,täschchen,zero,train,
tässchen,n,tässchen,zero,train,
täter,m,täter,zero,train,
täterin,f,täterinnen,nen,train,
täterschaft,f,täterschaften,en,train,
tätervolk,n,tätervölker,umlaut_er,train,
tätigkeit,f,tätigkeiten,en,val,
tätigkeitsmerkmal,n,tätigkeitsmerkmale,e,train,al
tätigkeitswort,n,tätigkeitswörter,umlaut_er,test,
tätlichkeit,f,tätlichkeiten,en,train,
tätowiermaschine,f,tätowiermaschinen,n,train,
tätowierung,f,tätowierungen,en,train,
täuberich,m,täuberiche,e,train,
täufer,m,täufer,zero,train,
täufling,m,täuflinge,e,val,
täuschung,f,täuschungen,en,train,
täuschungsversuch,m,täuschungsversuche,e,train,
tête-à-tête,n,tête-à-têtes,s,test,
tö,,tös,s,train,
töchterchen,n,töchterchen,zero,train,
töchterschule,f,töchterschulen,n,train,
töff,m,töffs,s,train,
töff,n,töff,zero,val,
töle,f,tölen,n,train,
tölpel,m,tölpel,zero,train,
töpfchen,n,töpfchen,zero,train,
töpfer,m,töpfer,zero,test,
töpferei,f,töpfereien,en,train,
töpferin,f,töpferinnen,nen,train,
töpferscheibe,f,töpferscheiben,n,train,
töpferware,f,töpferwaren,n,val,
törchen,n,törchen,zero,train,
törggeleabend,m,törggeleabende,e,train,
törggelefahrt,f,törggelefahrten,en,train,
törggelekeller,m,törggelekeller,zero,train,
törggelemenü,n,törggelemenüs,s,test,
törggelepartie,f,törggelepartien,n,train,
törin,f,törinnen,nen,train,
törn,m,törns,s,val,
törtchen,n,törtchen,zero,train,
tötung,f,tötungen,en,train,
tötungsart,f,tötungsarten,en,train,
tötungsdelikt,n,tötungsdelikte,e,train,
tötungsfall,m,tötungsfälle,umlaut_e,train,
tötungsverbrechen,n,tötungsverbrechen,zero,test,
tötungsversuch,m,tötungsversuche,e,train,
tübbing,m,tübbings,s,val,
tübinger,m,tübinger,zero,train,
tübingerin,f,tübingerinnen,nen,train,
tüftler,m,tüftler,zero,train,
tüll,m,tülle,e,train,
tüllbesatz,m,tüllbesätze,umlaut_e,train,
tüllbluse,f,tüllblusen,n,train,
tülldecke,f,tülldecken,n,test,
tülle,f,tüllen,n,val,
tüllgardine,f,tüllgardinen,n,train,
tüllkleid,n,tüllkleider,er,train,
tüllrüsche,f,tüllrüschen,n,train,
tüllschleier,m,tüllschleier,zero,train,
tüllärmel,m,tüllärmel,zero,train,
tümelei,f,tümeleien,en,train,
tümpel,m,tümpel,zero,train,
tümpelquelle,f,tümpelquellen,n,test,
tünche,f,tünchen,n,train,
tüncher,m,tüncher,zero,train,
tünchner,m,tünchner,zero,train,
tüpfelsumpfhuhn,n,tüpfelsumpfhühner,umlaut_er,train,
tür,f,türen,en,train,
türbe,f,türben,n,train,
türblatt,n,türblätter,umlaut_er,train,
türchen,n,türchen,zero,val,
türdacke,f,türdacken,n,test,
türdacken,f,türdacken,zero,train,
türdackerl,n,türdackerln,n,train,
türe,f,türen,n,train,
türfach,n,türfächer,umlaut_er,train,ach
türgriff,m,türgriffe,e,train,
türhüter,m,türhüter,zero,train,
türke,m,türken,n,val,
türkeireise,f,türkeireisen,n,train,
türkenbund,m,türkenbünde,umlaut_e,test,und
türkensteuer,f,türkensteuern,n,train,
türkentrank,m,türkentränke,umlaut_e,train,
türkette,f,türketten,n,train,
türkin,f,türkinnen,nen,train,
türkiston,m,türkistöne,umlaut_e,train,
türklingel,f,türklingeln,n,val,
türklinke,f,türklinken,n,train,
türklopfer,m,türklopfer,zero,train,
türksprache,f,türksprachen,n,test,
türlüftung,f,türlüftungen,en,train,
türmchen,n,türmchen,zero,train,
türmer,m,türmer,zero,train,
türmerstube,f,türmerstuben,n,train,
türmlein,n,türmlein,zero,val,
türnitz,f,?,other,train,
türnotentriegelung,f,türnotentriegelungen,en,train,
türpfosten,m,türpfosten,zero,train,
türrahmen,m,türrahmen,zero,test,
türriegel,m,türriegel,zero,train,
türschild,n,türschilder,er,train,
türschlitz,m,türschlitze,e,train,
türschloss,n,türschlösser,umlaut_er,val,
türschlüssel,m,türschlüssel,zero,train,
türschwelle,f,türschwellen,n,train,
türschweller,m,türschweller,zero,train,
türspalt,m,türspalte,e,train,
türspion,m,türspione,e,test,
türstaffel,,türstaffeln,n,train,
türsteher,m,türsteher,zero,train,
türstock,m,türstöcke,umlaut_e,val,
türsturz,m,türstürze,umlaut_e,train,
türzarge,f,türzargen,n,train,
tüte,f,tüten,n,train,
tütensuppe,f,tütensuppen,n,train,
u,n,u,zero,train,
u-ausschuss,m,u-ausschüsse,umlaut_e,test,
